date,family,sales,transactions,holiday_count,holiday_Additional,holiday_Bridge,holiday_Event,holiday_Holiday,holiday_Transfer,holiday_Work Day,year,month,quarter,sales_lag_1,sales_lag_2,sales_lag_3,sales_lag_6,sales_lag_12,rolling_mean_3,rolling_mean_6,rolling_mean_12,rolling_std_3,rolling_std_6
2017-04-01,CLEANING,2019408.0,2667808.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2017,4,2,2004633.0,1887332.0,2057668.0,1880695.0,1984042.0,1983211.0,1991131.3333333333,1923277.0,87165.15810230559,139356.79062846644
2017-05-01,CLEANING,2264336.0,2801884.0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,2017,5,2,2019408.0,2004633.0,1887332.0,1884280.0,1954871.0,1970457.6666666667,2014250.1666666667,1926224.1666666667,72366.99869645874,128450.83020427013
2017-06-01,CLEANING,1990494.0,2668863.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,6,2,2264336.0,2019408.0,2004633.0,2232180.0,1762409.0,2096125.6666666667,2077592.8333333333,1952012.9166666667,145861.62050496097,144274.04353440113
2017-07-01,CLEANING,2299087.0,2784026.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2017,7,3,1990494.0,2264336.0,2019408.0,2057668.0,1857295.0,2091412.6666666667,2037311.8333333333,1971020.0,150452.19924392347,124922.90349878298
2017-08-01,CLEANING,975858.0,1335692.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2017,8,3,2299087.0,1990494.0,2264336.0,1887332.0,1765779.0,2184639.0,2077548.3333333333,2007836.0,169029.93453527667,165182.72782668978
2014-01-01,DAIRY,1137883.0,2393528.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,1,1,1161600.0,880313.0,584096.0,576927.0,523737.0,875336.3333333334,726105.0,644907.75,288784.16319516784,245129.90928648433
2014-02-01,DAIRY,1007519.0,2278167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2,1,1137883.0,1161600.0,880313.0,572921.0,499873.0,1059932.0,819597.6666666666,696086.5833333334,156005.97069663706,281177.92780064855
2014-03-01,DAIRY,1187829.0,2545427.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2014,3,1,1007519.0,1137883.0,1161600.0,580773.0,612508.0,1102334.0,892030.6666666666,738390.4166666666,82964.0716876889,260111.8790525853
2014-04-01,DAIRY,1098719.0,2455666.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2014,4,2,1187829.0,1007519.0,1137883.0,584096.0,559590.0,1111077.0,993206.6666666666,786333.8333333334,93095.89277728628,231294.94988405347
2014-05-01,DAIRY,1101502.0,2503262.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2014,5,2,1098719.0,1187829.0,1007519.0,880313.0,595657.0,1098022.3333333333,1078977.1666666667,831261.25,90157.01876910814,115852.15759133203
2014-06-01,DAIRY,1091265.0,2399144.0,8.0,0.0,0.0,6.0,2.0,0.0,0.0,2014,6,2,1101502.0,1098719.0,1187829.0,1161600.0,590898.0,1129350.0,1115842.0,873415.0,50663.41237026963,63236.75113729498
2014-07-01,DAIRY,1088790.0,2442341.0,11.0,1.0,0.0,7.0,3.0,0.0,0.0,2014,7,3,1091265.0,1101502.0,1098719.0,1137883.0,576927.0,1097162.0,1104119.5,915112.25,5293.130359247683,59464.553810654055
2014-08-01,DAIRY,1075861.0,2537572.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2014,8,3,1088790.0,1091265.0,1101502.0,1007519.0,572921.0,1093852.3333333333,1095937.3333333333,957767.5,6739.39584334698,57224.99161963097
2014-09-01,DAIRY,1154050.0,2449131.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,9,3,1075861.0,1088790.0,1091265.0,1187829.0,580773.0,1085305.3333333333,1107327.6666666667,999679.1666666666,8272.120667236519,40448.282186847406
2014-10-01,DAIRY,1165505.0,2503310.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2014,10,4,1154050.0,1075861.0,1088790.0,1098719.0,584096.0,1106233.6666666667,1101697.8333333333,1047452.25,41911.70552880566,27175.942606776996
2014-11-01,DAIRY,1152036.0,2450298.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,2014,11,4,1165505.0,1154050.0,1075861.0,1101502.0,880313.0,1131805.3333333333,1112828.8333333333,1095903.0,48786.58197018233,37447.95157771429
2014-12-01,DAIRY,1230826.0,3049083.0,11.0,5.0,1.0,1.0,4.0,0.0,1.0,2014,12,4,1152036.0,1165505.0,1154050.0,1091265.0,1161600.0,1157197.0,1121251.1666666667,1118546.5833333333,7265.06689576834,39987.587971354704
2015-01-01,DAIRY,1134521.0,2489059.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2015,1,1,1230826.0,1152036.0,1165505.0,1088790.0,1137883.0,1182789.0,1144511.3333333333,1124315.4166666667,42142.834705320776,56313.937435299486
2015-02-01,DAIRY,1020747.0,2345984.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,2,1,1134521.0,1230826.0,1152036.0,1075861.0,1007519.0,1172461.0,1152133.1666666667,1124035.25,51298.62303220223,50005.36662966108
2015-03-01,DAIRY,1234851.0,2625500.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,3,1,1020747.0,1134521.0,1230826.0,1154050.0,1187829.0,1128698.0,1142947.5,1125137.5833333333,105160.48239238915,68470.8784951687
2015-04-01,DAIRY,1181180.0,2533355.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2015,4,2,1234851.0,1020747.0,1134521.0,1165505.0,1098719.0,1130039.6666666667,1156414.3333333333,1129056.0833333333,107122.32477561956,78327.72205973325
2015-05-01,DAIRY,1293308.0,2673911.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2015,5,2,1181180.0,1234851.0,1020747.0,1152036.0,1101502.0,1145592.6666666667,1159026.8333333333,1135927.8333333333,111400.06474115406,78950.5000653373
2015-06-01,DAIRY,1243588.0,2530903.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,6,2,1293308.0,1181180.0,1234851.0,1230826.0,1091265.0,1236446.3333333333,1182572.1666666667,1151911.6666666667,56081.02096372098,95731.05132905843
2015-07-01,DAIRY,1244815.0,2604784.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2015,7,3,1243588.0,1293308.0,1181180.0,1134521.0,1088790.0,1239358.6666666667,1184699.1666666667,1164605.25,56183.516633736195,97148.88126461787
2015-08-01,DAIRY,1263428.0,2675057.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2015,8,3,1244815.0,1243588.0,1293308.0,1020747.0,1075861.0,1260570.3333333333,1203081.5,1177607.3333333333,28358.287965483876,96185.37268160972
2015-09-01,DAIRY,1224619.0,2545252.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,9,3,1263428.0,1244815.0,1243588.0,1234851.0,1154050.0,1250610.3333333333,1243528.3333333333,1193237.9166666667,11117.365530255196,36981.838248886765
2015-10-01,DAIRY,1314827.0,2610484.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,10,4,1224619.0,1263428.0,1244815.0,1181180.0,1165505.0,1244287.3333333333,1241823.0,1199118.6666666667,19409.880070039217,37691.11196025074
2015-11-01,DAIRY,1283672.0,2528193.0,9.0,0.0,0.0,2.0,7.0,0.0,0.0,2015,11,4,1314827.0,1224619.0,1263428.0,1293308.0,1152036.0,1267624.6666666667,1264097.5,1211562.1666666667,45250.19142869236,33994.67625820506
2015-12-01,DAIRY,1394582.0,3149888.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,2015,12,4,1283672.0,1314827.0,1224619.0,1243588.0,1230826.0,1274372.6666666667,1262491.5,1222531.8333333333,45817.344055862755,32534.973162739352
2016-01-01,DAIRY,1354875.0,2371205.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,1,1,1394582.0,1283672.0,1314827.0,1244815.0,1134521.0,1331027.0,1287657.1666666667,1236178.1666666667,57202.159268684656,60964.44143733992
2016-02-01,DAIRY,1250980.0,2465798.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,2,1,1354875.0,1394582.0,1283672.0,1263428.0,1020747.0,1344376.3333333333,1306000.5,1254541.0,56195.404850693085,62043.910588390434
2016-03-01,DAIRY,1411860.0,2607658.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,3,1,1250980.0,1354875.0,1394582.0,1224619.0,1234851.0,1333479.0,1303925.8333333333,1273727.0833333333,74153.38976068438,63931.59847655032
2016-04-01,DAIRY,1427146.0,2631797.0,18.0,0.0,0.0,14.0,4.0,0.0,0.0,2016,4,2,1411860.0,1250980.0,1354875.0,1314827.0,1181180.0,1339238.3333333333,1335132.6666666667,1288477.8333333333,81571.88613936365,63171.6047909728
2016-05-01,DAIRY,1520885.0,2666157.0,17.0,1.0,0.0,13.0,3.0,1.0,0.0,2016,5,2,1427146.0,1411860.0,1250980.0,1283672.0,1293308.0,1363328.6666666667,1353852.5,1308975.0,97596.52978120331,71978.88400288101
2016-06-01,DAIRY,1373631.0,2491063.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,6,2,1520885.0,1427146.0,1411860.0,1394582.0,1243588.0,1453297.0,1393388.0,1327939.75,59029.81244252741,88883.08908448348
2016-07-01,DAIRY,1412688.0,2594087.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2016,7,3,1373631.0,1520885.0,1427146.0,1354875.0,1244815.0,1440554.0,1389896.1666666667,1338776.6666666667,74537.01078658819,89237.6306709613
2016-08-01,DAIRY,1330689.0,2536111.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2016,8,3,1412688.0,1373631.0,1520885.0,1250980.0,1263428.0,1435734.6666666667,1399531.6666666667,1352766.0833333333,76284.31531011665,87809.68287077965
2016-09-01,DAIRY,1360984.0,2436974.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,9,3,1330689.0,1412688.0,1373631.0,1411860.0,1224619.0,1372336.0,1412816.5,1358371.1666666667,41014.83596212437,63506.68678730006
2016-10-01,DAIRY,1434197.0,2526000.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,10,4,1360984.0,1330689.0,1412688.0,1427146.0,1314827.0,1368120.3333333333,1404337.1666666667,1369734.9166666667,41462.68732647829,66962.3699324247
2016-11-01,DAIRY,1472571.0,2529516.0,10.0,0.0,1.0,2.0,7.0,0.0,0.0,2016,11,4,1434197.0,1360984.0,1330689.0,1520885.0,1283672.0,1375290.0,1405512.3333333333,1379682.4166666667,53216.28268678645,67502.40825827546
2016-12-01,DAIRY,1616687.0,3195971.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,2016,12,4,1472571.0,1434197.0,1360984.0,1373631.0,1394582.0,1422584.0,1397460.0,1395424.0,56692.688849621234,52114.96470688846
2017-01-01,DAIRY,1572252.0,2612848.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2017,1,1,1616687.0,1472571.0,1434197.0,1412688.0,1354875.0,1507818.3333333333,1437969.3333333333,1413932.75,96215.54399021661,101219.03723839161
2017-02-01,DAIRY,1384714.0,2448370.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2,1,1572252.0,1616687.0,1472571.0,1330689.0,1250980.0,1553836.6666666667,1464563.3333333333,1432047.5,73801.75296246905,113468.6839910771
2017-03-01,DAIRY,1628448.0,2680645.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2017,3,1,1384714.0,1572252.0,1616687.0,1360984.0,1411860.0,1524551.0,1473567.5,1443192.0,123123.54459241325,102316.02028763753
2017-04-01,DAIRY,1561745.0,2667808.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2017,4,2,1628448.0,1384714.0,1572252.0,1434197.0,1427146.0,1528471.3333333333,1518144.8333333333,1461241.0,127628.85946890427,101718.17238117741
2017-05-01,DAIRY,1617789.0,2801884.0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,2017,5,2,1561745.0,1628448.0,1384714.0,1472571.0,1520885.0,1524969.0,1539402.8333333333,1472457.5833333333,125959.99889250546,93675.24047562903
2017-06-01,DAIRY,1510696.0,2668863.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,6,2,1617789.0,1561745.0,1628448.0,1616687.0,1373631.0,1602660.6666666667,1563605.8333333333,1480532.9166666667,35832.560672289525,91693.4450381647
2017-07-01,DAIRY,1505515.0,2784026.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2017,7,3,1510696.0,1617789.0,1561745.0,1572252.0,1412688.0,1563410.0,1545940.6666666667,1491955.0,53565.91109091656,89607.95817708898
2017-08-01,DAIRY,674541.0,1335692.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2017,8,3,1505515.0,1510696.0,1617789.0,1384714.0,1330689.0,1544666.6666666667,1534817.8333333333,1499690.5833333333,63378.76153991425,89830.47876843876
2014-01-01,DELI,361683.965712,2393528.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,1,1,388401.26798,337003.064948,346264.989962,298614.00193,304217.242018,357223.10763,340466.4606418333,329784.17832625,27395.329453192862,29548.219727489333
2014-02-01,DELI,329563.242532,2278167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2,1,361683.965712,388401.26798,337003.064948,325416.424971,283769.43102,362362.7662133333,350978.12127216667,334573.0719674167,25705.824171189957,21913.788404805688
2014-03-01,DELI,380693.293516,2545427.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2014,3,1,329563.242532,361683.965712,388401.26798,347099.01406,327257.452028,359882.82540800003,351669.2575323333,338389.22292675,29460.33586792413,20992.385805025788
2014-04-01,DELI,348646.547894,2455666.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2014,4,2,380693.293516,329563.242532,361683.965712,346264.989962,316163.708962,357313.50058666663,357268.3041083333,342842.20971741667,25843.688832390562,23819.374101595142
2014-05-01,DELI,379033.81404,2503262.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2014,5,2,348646.547894,380693.293516,329563.242532,337003.064948,347293.365026,352967.69464733335,357665.23043033335,345549.11296175,25837.468149075587,23618.337655070576
2014-06-01,DELI,374419.096704,2399144.0,8.0,0.0,0.0,6.0,2.0,0.0,0.0,2014,6,2,379033.81404,348646.547894,380693.293516,388401.26798,335910.17701,369457.88515,364670.355279,348194.15037958336,18042.236192336262,22469.490453217502
2014-07-01,DELI,375441.028308,2442341.0,11.0,1.0,0.0,7.0,3.0,0.0,0.0,2014,7,3,374419.096704,379033.81404,348646.547894,361683.965712,298614.00193,367366.48621266667,362339.9933996667,351403.22702075,16375.315936305198,20118.092498809594
2014-08-01,DELI,398869.28309,2537572.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2014,8,3,375441.028308,374419.096704,379033.81404,329563.242532,325416.424971,376297.9796840001,364632.8371656667,357805.4792189167,2423.773559641524,20800.731607729394
2014-09-01,DELI,389051.502884,2449131.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,9,3,398869.28309,375441.028308,374419.096704,380693.293516,347099.01406,382909.80270066665,376183.84392533335,363926.5507288333,13830.757274059502,16155.837309609504
2014-10-01,DELI,394293.122998,2503310.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2014,10,4,389051.502884,398869.28309,375441.028308,348646.547894,346264.989962,387787.27142733335,377576.87882,367422.5914641667,11765.181316690161,16962.627332062024
2014-11-01,DELI,432251.02703,2450298.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,2014,11,4,394293.122998,389051.502884,398869.28309,379033.81404,337003.064948,394071.30299066665,385184.6413373333,371424.9358838333,4912.6474664961,10332.996649974062
2014-12-01,DELI,476338.39706,3049083.0,11.0,5.0,1.0,1.0,4.0,0.0,1.0,2014,12,4,432251.02703,394293.122998,389051.502884,374419.096704,388401.26798,405198.55097066663,394054.1768356667,379362.26605733327,23574.265440527965,21162.486266192504
2015-01-01,DELI,474786.287988,2489059.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2015,1,1,476338.39706,432251.02703,394293.122998,375441.028308,361683.965712,434294.18236266664,411040.726895,386690.3601473333,41060.779483129816,37129.91611483685
2015-02-01,DELI,439862.78801,2345984.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,2,1,474786.287988,476338.39706,432251.02703,398869.28309,329563.242532,461125.2373593333,427598.270175,396115.5536703334,25017.839180268187,40110.84126825515
2015-03-01,DELI,504635.508104,2625500.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,3,1,439862.78801,474786.287988,476338.39706,389051.502884,380693.293516,463662.4910193333,434430.52099499997,405307.1824601667,20625.75230487795,37654.70416143616
2015-04-01,DELI,480224.648004,2533355.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2015,4,2,504635.508104,439862.78801,474786.287988,394293.122998,348646.547894,473094.8613673334,453694.521865,415635.70034250006,32419.469614781166,39324.9495373271
2015-05-01,DELI,525671.48905,2673911.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2015,5,2,480224.648004,504635.508104,439862.78801,432251.02703,379033.81404,474907.64803933335,468016.44269933336,426600.5420183334,32712.06480126397,27117.799275944082
2015-06-01,DELI,492229.867984,2530903.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,6,2,525671.48905,480224.648004,504635.508104,476338.39706,374419.096704,503510.5483859999,483586.51970266673,438820.34826916666,22744.295791261826,29213.869350741308
2015-07-01,DELI,511151.27598,2604784.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2015,7,3,492229.867984,525671.48905,480224.648004,474786.287988,375441.028308,499375.33501266665,486235.09819,448637.9125425,23550.94721149004,29145.610962403283
2015-08-01,DELI,525126.166004,2675057.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2015,8,3,511151.27598,492229.867984,525671.48905,439862.78801,398869.28309,509684.2110046667,492295.92952199996,459947.0998485,16769.01054361412,30055.521269379326
2015-09-01,DELI,518201.89304,2545252.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,9,3,525126.166004,511151.27598,492229.867984,504635.508104,389051.502884,509502.43665600003,506506.49252100004,470468.506758,16510.015420719978,18075.515417414255
2015-10-01,DELI,500247.62201,2610484.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,10,4,518201.89304,525126.166004,511151.27598,480224.648004,394293.122998,518159.7783413334,508767.55667699996,481231.039271,6987.5401989238335,18634.530484730658
2015-11-01,DELI,432527.620994,2528193.0,9.0,0.0,0.0,2.0,7.0,0.0,0.0,2015,11,4,500247.62201,518201.89304,525126.166004,525671.48905,432251.02703,514525.22701800003,512104.7190113333,490060.5808553333,12840.322916239935,13618.37265221033
2015-12-01,DELI,490186.060992,3149888.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,2015,12,4,432527.620994,500247.62201,518201.89304,492229.867984,476338.39706,483659.045348,496580.74100199994,490083.63035233336,45181.91982869112,33555.3104251622
2016-01-01,DELI,481682.521008,2371205.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,1,1,490186.060992,432527.620994,500247.62201,511151.27598,474786.287988,474320.4346653333,496240.1065033334,491237.6023466667,36541.59559262301,33618.62559322269
2016-02-01,DELI,439429.477934,2465798.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,2,1,481682.521008,490186.060992,432527.620994,525126.166004,439862.78801,468132.06766466674,491328.64734133333,491812.2884316666,31126.11468057192,33153.900728507186
2016-03-01,DELI,456444.94902,2607658.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,3,1,439429.477934,481682.521008,490186.060992,518201.89304,504635.508104,470432.68664466665,477045.8659963333,491776.1792586667,27184.127001482335,34126.734761186475
2016-04-01,DELI,475840.183096,2631797.0,18.0,0.0,0.0,14.0,4.0,0.0,0.0,2016,4,2,456444.94902,439429.477934,481682.521008,500247.62201,480224.648004,459185.6493206667,466753.041993,487760.29933500005,21259.432985309446,27993.199137530042
2016-05-01,DELI,491731.432006,2666157.0,17.0,1.0,0.0,13.0,3.0,1.0,0.0,2016,5,2,475840.183096,456444.94902,439429.477934,432527.620994,525671.48905,457238.2033500001,462685.1355073333,487394.9272593334,18218.30952428225,23577.5234221956
2016-06-01,DELI,446243.38405,2491063.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,6,2,491731.432006,475840.183096,456444.94902,490186.060992,492229.867984,474672.1880406667,472552.43734266673,484566.5891723333,17672.21349229522,20637.479687355302
2016-07-01,DELI,483486.869006,2594087.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2016,7,3,446243.38405,491731.432006,475840.183096,481682.521008,511151.27598,471271.66638400004,465228.65785233333,480734.3821778334,23085.582847801117,20923.30263243307
2016-08-01,DELI,456744.74002,2536111.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2016,8,3,483486.869006,446243.38405,491731.432006,439429.477934,525126.166004,473820.56168733333,465529.38251866674,478429.01493,24235.691646742893,21217.978297089136
2016-09-01,DELI,451844.475966,2436974.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2016,9,3,456744.74002,483486.869006,446243.38405,456444.94902,518201.89304,462158.3310253334,468415.259533,472730.5627646667,19202.851834993184,17871.811451155463
2016-10-01,DELI,478863.641948,2526000.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2016,10,4,451844.475966,456744.74002,483486.869006,475840.183096,500247.62201,464025.361664,467648.514024,467200.77800850006,17031.319619065136,18573.009260330145
2016-11-01,DELI,503415.142948,2529516.0,10.0,0.0,1.0,2.0,7.0,0.0,0.0,2016,11,4,478863.641948,451844.475966,456744.74002,491731.432006,432527.620994,462484.28597799997,468152.42383266665,465418.77967,14394.986052222981,18878.217429177188
2016-12-01,DELI,565027.954086,3195971.0,10.0,7.0,0.0,0.0,3.0,0.0,0.0,2016,12,4,503415.142948,478863.641948,451844.475966,446243.38405,490186.060992,478041.0869540001,470099.7089896666,471326.0731661667,25795.171462517683,22120.911746983606
2017-01-01,DELI,515412.20295,2612848.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2017,1,1,565027.954086,503415.142948,478863.641948,483486.869006,481682.521008,515768.9129940001,489897.137329,477562.8975906666,44390.696067033554,41321.404010332284
2017-02-01,DELI,472868.999906,2448370.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,2,1,515412.20295,565027.954086,503415.142948,456744.74002,439429.477934,527951.7666613334,495218.0263196667,480373.7044191667,32664.431996204163,42372.98201139641
2017-03-01,DELI,536419.09297,2680645.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2017,3,1,472868.999906,515412.20295,565027.954086,451844.475966,456444.94902,517769.7189806667,497905.4029673333,483160.3312501667,46124.685584445615,39883.08234365726
2017-04-01,DELI,518515.785024,2667808.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2017,4,2,536419.09297,472868.999906,515412.20295,478863.641948,475840.183096,508233.43194200005,512001.17246800003,489824.84324599995,32377.53305920225,34993.863178158936
2017-05-01,DELI,539986.249922,2801884.0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,2017,5,2,518515.785024,536419.09297,472868.999906,503415.142948,491731.432006,509267.9593,518609.8629806666,493381.14340666664,32768.815855579305,31000.476792127374
2017-06-01,DELI,514679.058052,2668863.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2017,6,2,539986.249922,518515.785024,536419.09297,565027.954086,446243.38405,531640.375972,524705.0474763332,497402.378233,11505.316938019847,31010.67740077064
2017-07-01,DELI,543916.040008,2784026.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2017,7,3,514679.058052,539986.249922,518515.785024,515412.20295,483486.869006,524393.697666,516313.564804,503105.35106649995,13639.130575534396,23918.161894752106
2017-08-01,DELI,245224.579004,1335692.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2017,8,3,543916.040008,514679.058052,539986.249922,472868.999906,456744.74002,532860.4493273334,521064.2043136666,508141.11531666666,15867.673240273012,26404.791503848723
2014-01-01,EGGS,252982.0,2393528.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,1,1,241805.0,230636.0,236916.0,209272.0,203442.0,236452.33333333334,228604.5,220740.75,5598.917782333775,12868.245097914512
2014-02-01,EGGS,230477.0,2278167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2,1,252982.0,241805.0,230636.0,216552.0,190424.0,241807.66666666666,235889.5,224869.08333333334,11173.000238670607,12083.445365457708
2014-03-01,EGGS,276353.0,2545427.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2014,3,1,230477.0,252982.0,241805.0,236446.0,225027.0,241754.66666666666,238210.33333333334,228206.83333333334,11252.584429069326,8403.414845565356
2014-04-01,EGGS,261829.0,2455666.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2014,4,2,276353.0,230477.0,252982.0,236916.0,208200.0,253270.66666666666,244861.5,232484.0,22939.36224774642,17546.560605999162
2014-05-01,EGGS,268064.0,2503262.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,2014,5,2,261829.0,276353.0,230477.0,230636.0,229575.0,256219.66666666666,249013.66666666666,236953.08333333334,23446.754771893993,18224.879167409268
2014-06-01,EGGS,263067.0,2399144.0,8.0,0.0,0.0,6.0,2.0,0.0,0.0,2014,6,2,268064.0,261829.0,276353.0,241805.0,220594.0,268748.6666666667,255251.66666666666,240160.5,7286.166367393345,17043.66044799849
2014-07-01,EGGS,264617.0,2442341.0,11.0,1.0,0.0,7.0,3.0,0.0,0.0,2014,7,3,263067.0,268064.0,261829.0,252982.0,209272.0,264320.0,258795.33333333334,243699.91666666666,3300.95637656736,15857.824298013515
2014-08-01,EGGS,291326.0,2537572.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2014,8,3,264617.0,263067.0,268064.0,230477.0,216552.0,265249.3333333333,260734.5,248312.0,2557.8088930438175,15715.51915464459
2014-09-01,EGGS,302659.0,2449131.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,9,3,291326.0,264617.0,263067.0,276353.0,236446.0,273003.3333333333,270876.0,254543.16666666666,15886.80931884481,11297.000876338803
2014-10-01,EGGS,311349.0,2503310.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2014,10,4,302659.0,291326.0,264617.0,261829.0,236916.0,286200.6666666667,275260.3333333333,260060.91666666666,19532.0306761313,17337.46481659488
2014-11-01,EGGS,305548.0,2450298.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,2014,11,4,311349.0,302659.0,291326.0,268064.0,230636.0,301778.0,283513.6666666667,266263.6666666667,10040.530513872289,21053.382204925263
2014-12-01,EGGS,304481.0,3049083.0,11.0,5.0,1.0,1.0,4.0,0.0,1.0,2014,12,4,305548.0,311349.0,302659.0,263067.0,241805.0,306518.6666666667,289761.0,272506.3333333333,4425.5700574427565,21113.356502460618
2015-01-01,EGGS,313143.0,2489059.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2015,1,1,304481.0,305548.0,311349.0,264617.0,252982.0,307126.0,296663.3333333333,277729.3333333333,3695.932764540028,17012.493323045328
2015-02-01,EGGS,283264.0,2345984.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2015,2,1,313143.0,304481.0,305548.0,291326.0,230477.0,307724.0,304751.0,282742.75,4723.218500133197,7736.594418734555
2015-03-01,EGGS,320340.0,2625500.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2015,3,1,283264.0,313143.0,304481.0,302659.0,276353.0,300296.0,303407.3333333333,287141.6666666667,15372.843881338302,10676.16381790113
2015-04-01,EGGS,292364.0,2533355.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2015,4,2,320340.0,283264.0,313143.0,311349.0,261829.0,305582.3333333333,306354.1666666667,290807.25,19660.37141900768,12680.336011583491
